Date,Close
7/3/17,7.35
7/5/17,7.2
7/6/17,7
7/7/17,7
7/10/17,6.85
7/11/17,6.75
7/12/17,6.8
7/13/17,6.7
7/14/17,6.75
7/17/17,6.85
7/18/17,6.4
7/19/17,6.6
7/20/17,6.8
7/21/17,6.75
7/24/17,6.95
7/25/17,7.15
7/26/17,7.15
7/27/17,6.55
7/28/17,6.8
7/31/17,7.95
8/1/17,7.65
8/2/17,6.9
8/3/17,6.95
8/4/17,7.1
8/7/17,6.9
8/8/17,7.05
8/9/17,6.85
8/10/17,6.6
8/11/17,7.05
8/14/17,7.45
8/15/17,7.35
8/16/17,7
8/17/17,6.9
8/18/17,7.05
8/21/17,6.85
8/22/17,7.2
8/23/17,7.3
8/24/17,7.05
8/25/17,6.83
8/28/17,6.75
8/29/17,6.5
8/30/17,6.28
8/31/17,6.7
9/1/17,6.7
9/5/17,6.2
9/6/17,5.8
9/7/17,5.7
9/8/17,6.25
9/11/17,6.2
9/12/17,6.25
9/13/17,6.55
9/14/17,7
9/15/17,6.9
9/18/17,7.15
9/19/17,7.25
9/20/17,7.3
9/21/17,7.4
9/22/17,7.55
9/25/17,7.35
9/26/17,7.05
9/27/17,7.3
9/28/17,7.3
9/29/17,6.9
10/2/17,7.3
10/3/17,7.5
10/4/17,6.1
10/5/17,6.15
10/6/17,6.15
10/9/17,5.95
10/10/17,6.3
10/11/17,6.25
10/12/17,6.3
10/13/17,6.2
10/16/17,6.25
10/17/17,6.13
10/18/17,5.95
10/19/17,6
10/20/17,6.15
10/23/17,6.15
10/24/17,6.3
10/25/17,6.2
10/26/17,6.05
10/27/17,6.03
10/30/17,5.95
10/31/17,6
11/1/17,5.8
11/2/17,5.65
11/3/17,6.05
11/6/17,6.15
11/7/17,5.95
11/8/17,5.9
11/9/17,5.9
11/10/17,6
11/13/17,5.95
11/14/17,5.75
11/15/17,5.35
11/16/17,5.4
11/17/17,5.65
11/20/17,5.95
11/21/17,6.35
11/22/17,6.55
11/24/17,6.8
11/27/17,6.65
11/28/17,6.3
11/29/17,6.45
11/30/17,6.7
12/1/17,6.75
12/4/17,6.3
12/5/17,6.4
12/6/17,6.3
12/7/17,6.4
12/8/17,6.4
12/11/17,6.35
12/12/17,6.1
12/13/17,6.35
12/14/17,6.15
12/15/17,6.1
12/18/17,6.25
12/19/17,6.25
12/20/17,6.2
12/21/17,6.3
12/22/17,6.8
12/26/17,6.75
12/27/17,6.75
12/28/17,6.8
12/29/17,7.25
1/2/18,7.55
1/3/18,7.25
1/4/18,7.55
1/5/18,7.7
1/8/18,8.2
1/9/18,8.1
